Probe id	Gene name	Entrez gene id	Chromosome	Start	End	Cytoband	RefSeq(mRNA)	RefSeq(protein)	BR:MCF7	BR:MDA-MB-231	BR:HS 578T	BR:BT-549	BR:T-47D	CNS:SF-268	CNS:SF-295	CNS:SF-539	CNS:SNB-19	CNS:SNB-75	CNS:U251	CO:COLO 205	CO:HCC-2998	CO:HCT-116	CO:HCT-15	CO:HT29	CO:KM12	CO:SW-620	LE:CCRF-CEM	LE:HL-60(TB)	LE:K-562	LE:MOLT-4	LE:RPMI-8226	LE:SR	ME:LOX IMVI	ME:MALME-3M	ME:M14	ME:SK-MEL-2	ME:SK-MEL-28	ME:SK-MEL-5	ME:UACC-257	ME:UACC-62	ME:MDA-MB-435	ME:MDA-N	LC:A549/ATCC	LC:EKVX	LC:HOP-62	LC:HOP-92	LC:NCI-H226	LC:NCI-H23	LC:NCI-H322M	LC:NCI-H460	LC:NCI-H522	OV:IGROV1	OV:OVCAR-3	OV:OVCAR-4	OV:OVCAR-5	OV:OVCAR-8	OV:SK-OV-3	OV:NCI/ADR-RES	PR:PC-3	PR:DU-145	RE:786-0	RE:A498	RE:ACHN	RE:CAKI-1	RE:RXF 393	RE:SN12C	RE:TK-10	RE:UO-31
TNFRSF8	TNFRSF8	943	1	12123433	12204264	1p36	NM_152942.2	NP_694421.1	-	-	-	-	-	-	-	-	-	-	-	-	43	-	-	-	-	-	-	-	-	21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
VPS13D	VPS13D	55187	1	12290095	12572098	1p36.22	NM_018156.2	NP_056193.2	-	-	-	-	-	-	-	-	-	-	-	-	49	-	97	-	60	-	-	-	-	-	-	-	-	-	41	-	-	-	-	-	35	41	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DHRS3	DHRS3	9249	1	12627938	12677737	1p36.1	NM_004753.4	NP_004744.2	-	-	-	-	-	-	-	-	-	-	-	-	100	-	-	-	53	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	39	-	-
AADACL4	AADACL4	343066	1	12704565	12727097	1p36.21	NM_001013630.1	NP_001013652.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	26	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AADACL3	AADACL3	126767	1	12776117	12788726	1p36.21	NM_001103169.1	NP_001096640.1	-	-	-	-	-	-	-	-	-	-	-	-	-	46	46	-	-	-	-	-	-	-	-	-	-	-	-	55	-	-	27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PRAMEF12	PRAMEF12	390999	1	12834990	12838048	1p36.21	NM_001080830.1	NP_001074299.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PDPN	PDPN	10630	1	13910251	13944452	1p36.21	NM_006474.4	NP_006465.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PRDM2	PRDM2	7799	1	14026734	14151574	1p36.21	NM_015866.4	NP_001007258.1	-	-	-	-	-	-	-	-	-	-	-	-	32	-	41	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	48	-
KAZN	KAZN	23254	1	14925212	15444544	1p36.21	NM_001018001.2	NP_056024.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	42	-	-	-	-	-	-	-
TMEM51	TMEM51	55092	1	15479027	15546974	1p36.21	NM_001136216.1	NP_001129689.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CASP9	CASP9	842	1	15817895	15851285	1p36.21	NM_001229.4	NP_127463.2	-	-	-	-	-	-	-	-	-	-	-	-	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DNAJC16	DNAJC16	23341	1	15853307	15898228	1p36.1	NM_015291.2	NP_056106.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	33	-	-	-	-	-	-	-	-	-	-
AGMAT	AGMAT	79814	1	15898193	15911605	1p36.21	NM_024758.4	NP_079034.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	48	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
RSC1A1	RSC1A1	6248	1	15986363	15988217	1p36.1	NM_006511.1	NP_006502.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	56	-	49	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	56
SPEN	SPEN	23013	1	16174358	16266950	1p36	NM_015001.2	NP_055816.2	-	-	-	-	100	-	-	-	-	-	-	-	59	-	-	-	50	-	-	-	-	50	52	-	-	-	51	-	-	-	-	-	32	31	-	-	-	-	-	-	100	-	23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
C1orf64	C1orf64	149563	1	16330730	16333190	1p36.13	NM_178840.2	NP_849162.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	56	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
EPHA2	EPHA2	1969	1	16450831	16482582	1p36	NM_004431.3	NP_004422.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	72	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100	-	-	-	-	-
ARHGEF19	ARHGEF19	128272	1	16524598	16539104	1p36.13	NM_153213.3	NP_694945.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	50	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FBXO42	FBXO42	54455	1	16573334	16678986	1p36.23-p36.11	NM_018994.1	NP_061867.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SPATA21	SPATA21	374955	1	16725137	16763919	1p36.13	NM_198546.1	NP_940948.1	-	-	63	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CROCC	CROCC	9696	1	17248444	17299474	1p36.13	NM_014675.3	NP_055490.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	26	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ATP13A2	ATP13A2	23400	1	17312452	17338467	1p36	NM_001141974.1	NP_071372.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	55	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PADI2	PADI2	11240	1	17393255	17445948	1p36.13	NM_007365.2	NP_031391.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PADI3	PADI3	51702	1	17575592	17610727	1p36.13	NM_016233.2	NP_057317.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	37	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PADI4	PADI4	23569	1	17634689	17690495	1p36.13	NM_012387.2	NP_036519.2	-	-	-	-	-	-	-	-	-	-	-	-	40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	32	33	32	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ARHGEF10L	ARHGEF10L	55160	1	17866329	18024370	1p36.13	NM_018125.3	NP_001011722.2	-	-	-	-	-	-	-	-	-	-	-	-	-	67	66	-	-	-	-	-	-	-	-	-	-	-	-	-	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ACTL8	ACTL8	81569	1	18081807	18153558	1p36.2-p35	NM_030812.2	NP_110439.2	-	-	-	-	-	-	-	-	-	-	-	-	54	-	47	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IGSF21	IGSF21	84966	1	18434239	18704977	1p36.13	NM_032880.4	NP_116269.3	-	-	-	-	-	-	-	-	-	-	22	-	-	48	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
KLHDC7A	KLHDC7A	127707	1	18807423	18812480	1p36.13	NM_152375.2	NP_689588.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	52	-	-	-	-	-	-	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PAX7	PAX7	5081	1	18957499	19075360	1p36.13	NM_013945.2	NP_001128726.1	-	-	-	-	-	-	-	-	-	-	-	-	83	59	66	-	31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TAS1R2	TAS1R2	80834	1	19166092	19186155	1p36.13	NM_152232.2	NP_689418.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	50	-	-	-	-	-	-	-	-	-	-	-	43	-	-	-	-	-	61	73	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ALDH4A1	ALDH4A1	8659	1	19197923	19229293	1p36	NM_001161504.1	NP_733844.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
UBR4	UBR4	23352	1	19400999	19536746	1p36.13	NM_020765.2	NP_065816.2	-	-	-	-	-	-	-	-	-	-	-	-	72	50	57	-	56	-	-	-	-	-	-	-	-	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	37	-	-	-	-	-	-	-
EMC1	EMC1	23065	1	19542157	19578053	1p36.13	NM_001271427.1	NP_001258356.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	69	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CAPZB	CAPZB	832	1	19665266	19812135	1p36.1	NM_004930.3	NP_001193469.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CAMK2N1	CAMK2N1	55450	1	20808883	20812728	1p36.12	NM_018584.5	NP_061054.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	55	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DDOST	DDOST	1650	1	20978259	20988037	1p36.1	NM_005216.4	NP_005207.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	36	-	43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
KIF17	KIF17	57576	1	20990506	21044510	1p36.12	NM_001122819.1	NP_001116291.1	-	-	-	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SH2D5	SH2D5	400745	1	21046224	21059133	1p36.12	NM_001103161.1	NP_001096630.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	70	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HP1BP3	HP1BP3	50809	1	21069170	21113181	1p36.12	NM_016287.3	NP_057371.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	57	-	-	-
EIF4G3	EIF4G3	8672	1	21132784	21503381	1p36.12	NM_001198801.1	NP_001185732.1	-	63	-	-	-	-	-	-	-	-	-	-	51	-	35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	45	-	-
ALPL	ALPL	249	1	21835857	21904905	1p36.12	NM_000478.4	NP_000469.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	39	-	-	-	-	-	-	-	-	-	-	-	-	-	100	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
USP48	USP48	84196	1	22004791	22109688	1p36.12	NM_001032730.1	NP_115612.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	61	-	-	-
LDLRAD2	LDLRAD2	401944	1	22138757	22151714	1p36.12	NM_001013693.2	NP_001013715.2	-	-	-	-	-	-	-	-	-	-	-	-	48	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HSPG2	HSPG2	3339	1	22148724	22263790	1p36.1-p34	NM_005529.5	NP_005520.4	100	-	-	-	-	-	-	57	-	-	-	-	-	51	-	-	38	-	50	-	-	-	-	-	-	-	-	-	-	-	-	41	-	-	-	-	-	-	-	-	-	-	57	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	73	-
WNT4	WNT4	54361	1	22443797	22469519	1p36.23-p35.1	NM_030761.4	NP_110388.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	58	-	-
ZBTB40	ZBTB40	9923	1	22778343	22857650	1p36	NM_014870.3	NP_055685.3	-	-	-	-	-	-	-	-	-	-	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
EPHA8	EPHA8	2046	1	22890003	22930087	1p36.12	NM_001006943.1	NP_065387.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	33	28	-	-	49	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	44	-	-	-	-	-	-	-	-	-	-	-	-	-
C1QA	C1QA	712	1	22963117	22966175	1p36.12	NM_015991.2	NP_057075.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	32	-	-	-	-	-	-	-	-	-	-
C1QC	C1QC	714	1	22970117	22974603	1p36.11	NM_172369.3	NP_001107573.1	-	-	-	-	-	-	-	-	-	-	-	-	-	78	50	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
C1QB	C1QB	713	1	22979681	22988029	1p36.12	NM_000491.3	NP_000482.3	-	-	-	-	-	-	-	-	-	-	-	-	42	-	-	-	-	-	-	-	-	50	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	29	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
EPHB2	EPHB2	2048	1	23037330	23247993	1p36.1-p35	NM_004442.6	NP_059145.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100	-	-	-	-	-	-	-	-
KDM1A	KDM1A	23028	1	23345940	23410184	1p36.12	NM_015013.3	NP_055828.2	-	-	-	-	-	-	-	-	-	-	-	-	53	-	-	-	-	-	-	-	-	-	-	-	-	-	-	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
LUZP1	LUZP1	7798	1	23410515	23495351	1p36	NM_033631.3	NP_361013.3	-	-	-	-	-	-	-	-	-	-	-	-	43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
HNRNPR	HNRNPR	10236	1	23631180	23670857	1p36.12	NM_001102399.1	NP_005817.1	-	-	-	-	-	-	-	-	-	-	-	-	46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ZNF436	ZNF436	80818	1	23685940	23696357	1p36	NM_030634.2	NP_085137.1	66	-	66	-	-	-	-	-	-	-	-	-	68	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	51	-	-	-	-	25	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ASAP3	ASAP3	55616	1	23755055	23810750	1p36.12	NM_001143778.1	NP_060177.2	-	-	-	-	-	-	-	83	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
E2F2	E2F2	1870	1	23832919	23857712	1p36	NM_004091.3	NP_004082.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	32	-	-	-	-	-	-	54	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TCEB3	TCEB3	6924	1	24069855	24088549	1p36.1	NM_003198.2	NP_003189.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100	-	-	100	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PITHD1	PITHD1	57095	1	24104875	24114722	1p36.11	NM_020362.4	NP_065095.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	49	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FUCA1	FUCA1	2517	1	24171571	24194859	1p34	NM_000147.4	NP_000138.2	-	-	-	-	-	-	-	-	-	-	-	-	43	-	44	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNR2	CNR2	1269	1	24200459	24239817	1p36.11	NM_001841.2	NP_001832.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100	-	-	-	-	-	-	-	-
MYOM3	MYOM3	127294	1	24382530	24438665	1p36.11	NM_152372.3	NP_689585.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	28	-	-	-	-	50	64	65	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IL22RA1	IL22RA1	58985	1	24446260	24469775	1p36.11	NM_021258.3	NP_067081.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IFNLR1	IFNLR1	163702	1	24480646	24513765	1p36.11	NM_170743.3	NP_775088.1	-	-	-	-	-	-	-	-	-	-	-	-	44	35	-	-	-	-	-	-	-	-	-	-	-	-	41	-	-	-	-	-	56	70	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
RCAN3	RCAN3	11123	1	24828840	24863510	1p35.3-p33	NM_001251978.1	NP_001238906.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	70	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SRRM1	SRRM1	10250	1	24969593	24999772	1p36.11	NM_005839.3	NP_005830.2	-	-	-	-	-	-	-	-	-	-	-	-	56	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CLIC4	CLIC4	25932	1	25071759	25170815	1p36.11	NM_013943.2	NP_039234.1	-	-	-	-	-	-	-	-	-	-	-	-	48	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
RUNX3	RUNX3	864	1	25226001	25291501	1p36	NM_004350.2	NP_004341.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	53	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	100	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SYF2	SYF2	25949	1	25548766	25559013	1p36.11	NM_207170.3	NP_056299.1	-	-	-	-	-	-	-	-	-	-	-	-	45	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TMEM57	TMEM57	55219	1	25757348	25826698	1p36.11|1p36.11	NM_018202.4	NP_060672.2	-	-	-	75	-	-	-	-	-	-	-	-	50	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
LDLRAP1	LDLRAP1	26119	1	25870075	25895377	1p36-p35	NM_015627.2	NP_056442.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	86	-	-	-	-	-	-	-	-	-	-	-	-
MAN1C1	MAN1C1	57134	1	25943958	26112698	1p35	NM_020379.2	NP_065112.1	-	-	-	-	-	-	-	-	-	-	-	-	40	-	69	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
EXTL1	EXTL1	2134	1	26348270	26362954	1p36.1	NM_004455.2	NP_004446.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	61	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TRIM63	TRIM63	84676	1	26377795	26394125	1p34-p33	NM_032588.3	NP_115977.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	25	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNKSR1	CNKSR1	10256	1	26503980	26516376	1p36.11	NM_006314.2	NP_006305.2	-	-	-	-	-	-	-	-	-	-	-	-	-	54	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CATSPER4	CATSPER4	378807	1	26517118	26529033	1p35.3	NM_198137.1	NP_937770.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	34	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CEP85	CEP85	64793	1	26560643	26605529	1p36.11	NM_022778.2	NP_073615.2	-	-	-	-	-	-	-	-	-	-	-	-	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
UBXN11	UBXN11	91544	1	26608772	26644756	1p36.11	NM_183008.2	NP_892120.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	40	-	-	-	-	-	-	-	-	-	-	-	29	-	-	-	-	-	58	45	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
