HUGO_symbol	transcript	gene_coordinate	assigned_peak
ZNF146	NM_001099639.1	chr19:36705503-36729676:+	chr19:36704580-36708308
UBE3B	NM_183415.2	chr12:109915427-109974510:+	chr12:109913560-109916658
KCTD10	NM_001317395.1	chr12:109886459-109915349:-	chr12:109913560-109916658
CHMP3	NM_016079.3	chr2:86730552-86790620:-	chr2:86789125-86791359
ARHGAP1	NM_004308.3	chr11:46698624-46722215:-	chr11:46720774-46723896
ZNF408	NM_024741.2	chr11:46722316-46727466:+	chr11:46720774-46723896
VTI1A	NM_145206.3	chr10:114206745-114578503:+	chr10:114205348-114208531
ZDHHC6	NM_022494.2	chr10:114190047-114206717:-	chr10:114205348-114208531
GTF2IP20	NR_132119.1	chr1:224138967-224180346:-	chr1:224179258-224182564
LOC100287497	NR_136591.1	chr1:224180431-224198309:+	chr1:224179258-224182564
TATDN1	NM_001317890.1	chr8:125500734-125551329:-	chr8:125549527-125553345
NDUFB9	NM_001278645.1	chr8:125551342-125562227:+	chr8:125549527-125553345
PREPL	NM_001042386.2	chr2:44544745-44586888:-	chr2:44587405-44590874
CAMKMT	NM_024766.4	chr2:44589042-44999731:+	chr2:44587405-44590874
VPS13B	NM_017890.4	chr8:100025493-100889814:+	chr8:100023555-100027196
SP2	NM_003110.5	chr17:45973515-46006323:+	chr17:45971958-45973409
LOC102724532	NR_135480.1	chr17:45968594-45973182:-	chr17:45971958-45973409
TRIAP1	NM_016399.2	chr12:120881763-120884215:-	chr12:120882880-120885732
GATC	NM_176818.2	chr12:120884240-120901556:+	chr12:120882880-120885732
PPP6C	NM_001123355.1	chr9:127908851-127952218:-	chr9:127950591-127953364
TAX1BP3	NM_014604.3	chr17:3566186-3571973:-	chr17:3570189-3573508
EMC6	NM_031298.3	chr17:3572016-3572963:+	chr17:3570189-3573508
TRIQK	NM_001191036.1	chr8:93895757-93977817:-	chr8:93976872-93978862
NUP214	NM_001318324.1	chr9:134000947-134110057:+	chr9:133999767-134002361
CBWD6	NM_001085457.1	chr9:69204537-69262593:-	chr9:69260351-69263099
SRSF6	NM_006275.5	chr20:42086503-42092245:+	chr20:42085193-42088727
SUCLG1	NM_003849.3	chr2:84650646-84686586:-	chr2:84685019-84687531
CNOT4	NM_001190850.1	chr7:135046546-135194875:-	chr7:135192205-135196329
WDR92	NM_138458.3	chr2:68357280-68384692:-	chr2:68383313-68386763
PNO1	NM_001329917.1	chr2:68384961-68393006:+	chr2:68383313-68386763
TDG	NM_003211.4	chr12:104359592-104382656:+	chr12:104357754-104361337
DAGLB	NM_139179.3	chr7:6448746-6487643:-	chr7:6485949-6488803
LOC100996437	NR_110037.1	chr7:66119505-66134589:+	chr7:66118107-66121496
TOB2	NM_016272.3	chr22:41829491-41843027:-	chr22:41838535-41844585
LYSMD1	NM_212551.4	chr1:151132223-151138370:-	chr1:151136932-151140060
SCNM1	NR_037937.1	chr1:151138497-151142773:+	chr1:151136932-151140060
SEC24C	NM_198597.2	chr10:75504130-75531933:+	chr10:75502873-75505795
GOLPH3	NM_022130.3	chr5:32124823-32174425:-	chr5:32171282-32175599
CFAP61	NM_015585.3	chr20:20033157-20341346:+	chr20:20031621-20034022
CRNKL1	NM_001278628.1	chr20:20015004-20033136:-	chr20:20031621-20034022
TEFM	NM_024683.3	chr17:29226000-29233286:-	chr17:29231951-29234726
LOC100507291	NR_121609.1	chr3:139108644-139302161:+	chr3:139106480-139110086
COPB2	NR_023350.1	chr3:139076432-139108522:-	chr3:139106480-139110086
COMMD5	NM_001287237.1	chr8:146075550-146078452:-	chr8:146076921-146079459
COA5	NM_001008215.2	chr2:99215785-99224981:-	chr2:99223518-99226966
UNC50	NM_014044.6	chr2:99225010-99234978:+	chr2:99223518-99226966
AREL1	NM_001039479.1	chr14:75127954-75179807:-	chr14:75178350-75181000
FCF1	NM_015962.4	chr14:75179849-75203394:+	chr14:75178350-75181000
HEXIM1	NM_006460.2	chr17:43224683-43229468:+	chr17:43225845-43229853
NOL10	NM_024894.3	chr2:10710891-10830113:-	chr2:10828325-10831267
RN7SL832P	NR_144555.1	chr2:10830135-10832222:+	chr2:10828325-10831267
COA4	NM_016565.2	chr11:73583711-73587890:-	chr11:73586251-73588997
PAAF1	NM_001267806.1	chr11:73587743-73638781:+	chr11:73586251-73588997
RNF139-AS1	NR_108048.1	chr8:125485048-125486595:-	chr8:125483684-125489314
RNF139	NM_007218.3	chr8:125487007-125500859:+	chr8:125483684-125489314
KMT2E-AS1	NR_024586.1	chr7:104650988-104654588:-	chr7:104649129-104658893
KMT2E	NM_018682.3	chr7:104654636-104754532:+	chr7:104649129-104658893
DYNC1I2	NM_001271790.1	chr2:172543918-172606668:+	chr2:172543601-172546119
MRPL46	NM_022163.3	chr15:89002708-89010633:-	chr15:89009282-89012167
MRPS11	NM_001321973.1	chr15:89010683-89015851:+	chr15:89009282-89012167
LZIC	NM_001316975.1	chr1:9982170-10003485:-	chr1:10002007-10004782
NMNAT1	NM_001297778.1	chr1:10002980-10045556:+	chr1:10002007-10004782
OSGEPL1	NM_022353.2	chr2:190611385-190627924:-	chr2:190626527-190628806
OSGEPL1-AS1	NR_102429.1	chr2:190627505-190630282:+	chr2:190626527-190628806
ASNSD1	NM_019048.2	chr2:190526124-190535557:+	chr2:190526064-190527757
ARL6IP6	NR_024526.2	chr2:153574406-153617767:+	chr2:153571859-153577307
PRPF40A	NM_017892.3	chr2:153508106-153573975:-	chr2:153571859-153577307
RPS14	NM_001025071.1	chr5:149823791-149829319:-	chr5:149826473-149829933
MRFAP1	NM_001272053.1	chr4:6641817-6644472:+	chr4:6641378-6644380
ANAPC7	NM_016238.2	chr12:110810704-110841535:-	chr12:110839791-110842424
MRRF	NM_001346347.1	chr9:125026881-125087594:+	chr9:125025539-125028696
RBM18	NR_027126.1	chr9:125001833-125027143:-	chr9:125025539-125028696
SYF2	NM_015484.4	chr1:25548766-25559013:-	chr1:25557813-25560508
EDEM2	NR_026728.1	chr20:33703159-33735161:-	chr20:33733958-33736275
STX4	NM_001272096.1	chr16:31044415-31051489:+	chr16:31043620-31046176
LYRM4	NR_134856.1	chr6:5068560-5261183:-	chr6:5259671-5263076
FARS2	NM_001318872.1	chr6:5261250-5771825:+	chr6:5259671-5263076
CLHC1	NM_152385.2	chr2:55399682-55459449:-	chr2:55457988-55462636
RPS27A	NM_001135592.2	chr2:55459038-55462989:+	chr2:55457988-55462636
COPA	NM_001098398.1	chr1:160258376-160313354:-	chr1:160310256-160314391
NCSTN	NM_001290186.1	chr1:160313062-160328742:+	chr1:160310256-160314391
USF3	NM_001009899.3	chr3:113367231-113415493:-	chr3:113415661-113417314
ARPC1A	NM_001190996.1	chr7:98923495-98963885:+	chr7:98922381-98925394
ZNF789	NM_001013258.1	chr7:99070514-99079949:+	chr7:99068668-99072005
SARS	NR_034072.1	chr1:109756514-109760113:+	chr1:109755945-109758958
MCM7	NM_182776.2	chr7:99690350-99698403:-	chr7:99697043-99700700
AP4M1	NM_004722.3	chr7:99699129-99704803:+	chr7:99697043-99700700
CCDC191	NM_020817.1	chr3:113682983-113775460:-	chr3:113774197-113777016
QTRT2	NM_001256836.1	chr3:113775581-113807269:+	chr3:113774197-113777016
EXOSC4	NM_019037.2	chr8:145133521-145135551:+	chr8:145131995-145135468
MIR6847	NR_106906.1	chr8:145134776-145134845:+	chr8:145131995-145135468
GPAA1	NM_003801.3	chr8:145137523-145141119:+	chr8:145131995-145135468
CDK5RAP1	NM_016408.3	chr20:31946644-31989375:-	chr20:31987891-31990355
SERINC3	NM_198941.2	chr20:43124861-43150757:-	chr20:43149191-43151421
CEP162	NM_014895.3	chr6:84833959-84937353:-	chr6:84936204-84938361
NCBP2	NM_001308036.1	chr3:196662272-196669311:-	chr3:196667443-196671622
NCBP2-AS2	NR_024388.1	chr3:196669493-196670884:+	chr3:196667443-196671622
LOC100288069	NR_033908.1	chr1:700244-714068:-	chr1:712843-715974
CCDC97	NM_052848.2	chr19:41816067-41830788:+	chr19:41815127-41817570
SIN3A	NM_015477.2	chr15:75661719-75743926:-	chr15:75744260-75749201
CHURC1-FNTB	NM_001202558.1	chr14:65381078-65529373:+	chr14:65380521-65382481
CHURC1	NM_001204064.1	chr14:65381078-65402086:+	chr14:65380521-65382481
AP5Z1	NM_014855.2	chr7:4815261-4834026:+	chr7:4813941-4816936
SUPV3L1	NM_001323587.1	chr10:70939959-70968854:+	chr10:70938705-70941666
TMEM60	NM_032936.3	chr7:77423044-77427747:-	chr7:77425972-77430109
PHTF2	NM_001127360.1	chr7:77428108-77553500:+	chr7:77425972-77430109
KDELR1	NM_006801.2	chr19:48885826-48894810:-	chr19:48893055-48895250
EMC1	NM_015047.2	chr1:19542157-19578053:-	chr1:19576761-19580461
MRTO4	NM_016183.3	chr1:19578074-19586622:+	chr1:19576761-19580461
VPS8	NM_015303.3	chr3:184529930-184770402:+	chr3:184529556-184531278
ANAPC1	NM_022662.3	chr2:112525213-112641741:-	chr2:112640264-112642928
COX19	NM_001031617.2	chr7:1004485-1015235:-	chr7:1013480-1015893
TARS	NM_001258437.1	chr5:33440801-33468196:+	chr5:33438978-33443994
WEE2-AS1	NR_015392.1	chr7:141404137-141438030:-	chr7:141436773-141439730
SSBP1	NM_003143.2	chr7:141438120-141450288:+	chr7:141436773-141439730
RABL3	NM_173825.3	chr3:120405527-120461384:-	chr3:120460146-120463243
GTF2E1	NM_005513.2	chr3:120461557-120501916:+	chr3:120460146-120463243
DSN1	NM_001145316.1	chr20:35380193-35402154:-	chr20:35400940-35403328
RPS25	NM_001028.2	chr11:118886421-118889057:-	chr11:118886874-118891401
TRAPPC4	NM_001318494.1	chr11:118889178-118894384:+	chr11:118886874-118891401
MIR3656	NR_037429.1	chr11:118889653-118889722:+	chr11:118886874-118891401
XRCC2	NM_005431.1	chr7:152343582-152373250:-	chr7:152371831-152374038
AURKA	NM_198433.2	chr20:54944444-54967393:-	chr20:54965096-54969573
CSTF1	NM_001033521.1	chr20:54967426-54979582:+	chr20:54965096-54969573
TMCO1	NM_001256165.1	chr1:165693527-165738159:-	chr1:165736947-165739718
LOC100147773	NR_125374.1	chr1:165738165-165744686:+	chr1:165736947-165739718
ZNF142	NR_073600.1	chr2:219502638-219524263:-	chr2:219522962-219525406
BCS1L	NM_001318836.1	chr2:219524378-219528166:+	chr2:219522962-219525406
ACAD9	NM_014049.4	chr3:128598332-128631957:+	chr3:128596882-128600041
NOP16	NR_134316.1	chr5:175810939-175815928:-	chr5:175813440-175817171
HIGD2A	NM_138820.3	chr5:175815526-175816772:+	chr5:175813440-175817171
DERL1	NM_024295.5	chr8:124025403-124054663:-	chr8:124052673-124055657
METAP2	NM_001317183.1	chr12:95867821-95909615:+	chr12:95866372-95869861
ATXN1L	NM_001137675.3	chr16:71879893-71891236:+	chr16:71878920-71881323
CDK11B	NM_033489.2	chr1:1570602-1590558:-	chr1:1588844-1591714
TOR1AIP1	NM_015602.3	chr1:179851176-179889212:+	chr1:179849756-179853514
TIMM8B	NR_028383.1	chr11:111955523-111957522:-	chr11:111955994-111959125
SDHD	NM_001276504.1	chr11:111957547-111966525:+	chr11:111955994-111959125
EIF1	NM_005801.3	chr17:39845126-39847898:+	chr17:39843830-39848104
LDHA	NR_028500.1	chr11:18415935-18429765:+	chr11:18415434-18418951
METTL10	NM_001304467.1	chr10:126446399-126480510:-	chr10:126479014-126481766
LOC100506302	NR_126344.1	chr7:155434609-155437100:-	chr7:155435859-155439628
RBM33	NM_053043.2	chr7:155437202-155574179:+	chr7:155435859-155439628
C1orf27	NM_001164246.1	chr1:186344889-186390503:+	chr1:186342148-186346367
TPR	NM_003292.2	chr1:186280783-186344457:-	chr1:186342148-186346367
HNRNPA0	NM_006805.3	chr5:137087072-137090039:-	chr5:137086571-137091298
WDR4	NM_033661.4	chr21:44263189-44299693:-	chr21:44297704-44300756
TIPRL	NM_152902.4	chr1:168148082-168171352:+	chr1:168147465-168150210
GORASP2	NM_001201428.1	chr2:171784947-171823645:+	chr2:171785626-171788114
COMMD1	NM_152516.3	chr2:62132776-62363205:+	chr2:62132293-62133850
GLYCTK	NM_001144951.1	chr3:52321835-52327021:+	chr3:52320650-52322972
GLYCTK-AS1	NR_046719.1	chr3:52322595-52323749:-	chr3:52320650-52322972
RABGAP1	NM_012197.3	chr9:125703287-125867147:+	chr9:125703236-125705020
C21orf59	NR_036552.1	chr21:33973983-33984913:-	chr21:33983022-33986599
TTC5	NM_138376.2	chr14:20757289-20774153:-	chr14:20773205-20774271
POLE3	NR_027261.1	chr9:116169514-116172955:-	chr9:116171008-116174223
C9orf43	NM_001278629.1	chr9:116172923-116191964:+	chr9:116171008-116174223
MRPL24	NM_145729.2	chr1:156707093-156710923:-	chr1:156709703-156711020
ATAD2B	NR_125717.1	chr2:23971533-24149984:-	chr2:24147643-24151401
BRAP	NM_006768.4	chr12:112079949-112123800:-	chr12:112122127-112125044
ACAD10	NM_025247.5	chr12:112123856-112194911:+	chr12:112122127-112125044
IST1	NM_001270976.1	chr16:71928310-71964542:+	chr16:71927557-71931233
GTPBP4	NM_012341.2	chr10:1034348-1063708:+	chr10:1033111-1036447
WRAP53	NM_001143990.1	chr17:7589388-7606820:+	chr17:7587962-7593396
TP53	NM_001126118.1	chr17:7571719-7590868:-	chr17:7587962-7593396
EIF1AD	NM_001242481.1	chr11:65764015-65769637:-	chr11:65767647-65771266
BANF1	NM_001143985.1	chr11:65769549-65771617:+	chr11:65767647-65771266
ZNF224	NM_013398.3	chr19:44598481-44613983:+	chr19:44597852-44600279
CIR1	NM_004882.3	chr2:175212877-175260443:-	chr2:175258985-175261635
SCRN3	NM_001193528.1	chr2:175260456-175294303:+	chr2:175258985-175261635
STX10	NM_001271610.1	chr19:13254871-13261188:-	chr19:13259441-13267528
IER2	NM_004907.2	chr19:13261281-13265722:+	chr19:13259441-13267528
ACIN1	NM_014977.3	chr14:23527772-23564823:-	chr14:23562607-23566654
C14orf119	NM_017924.3	chr14:23564682-23569665:+	chr14:23562607-23566654
TAF2	NM_003184.3	chr8:120743013-120845074:-	chr8:120843715-120846619
YME1L1	NM_139312.2	chr10:27399039-27443349:-	chr10:27441266-27446752
MASTL	NR_135469.1	chr10:27443752-27476882:+	chr10:27441266-27446752
CLASP1	NM_001207051.1	chr2:122095351-122407052:-	chr2:122405012-122410209
NIFK-AS1	NR_037857.1	chr2:122407229-122486136:+	chr2:122405012-122410209
MAVS	NM_001206491.1	chr20:3827445-3856770:+	chr20:3826402-3828784
KIAA0391	NM_001256679.1	chr14:35591526-35743284:+	chr14:35589803-35593353
PPP2R3C	NM_017917.3	chr14:35554672-35591748:-	chr14:35589803-35593353
ATG4C	NM_178221.2	chr1:63249776-63330941:+	chr1:63248690-63251153
ANP32A	NM_006305.3	chr15:69070873-69113261:-	chr15:69108261-69114907
IGHMBP2	NM_002180.2	chr11:68671318-68708069:+	chr11:68669762-68673285
MRPL21	NM_181515.1	chr11:68658745-68671303:-	chr11:68669762-68673285
KPNA6	NM_012316.4	chr1:32573643-32642169:+	chr1:32572833-32575555
PIH1D2	NM_001082619.1	chr11:111934733-111944895:-	chr11:111944123-111946260
C11orf57	NM_001301017.1	chr11:111944967-111955874:+	chr11:111944123-111946260
GLTSCR1L	NM_001318819.1	chr6:42714695-42836298:+	chr6:42711702-42716215
TBCC	NM_003192.2	chr6:42712233-42713884:-	chr6:42711702-42716215
TAF15	NM_003487.3	chr17:34136458-34174246:+	chr17:34135335-34138502
RSL1D1	NM_015659.2	chr16:11928052-11945442:-	chr16:11943370-11947033
DDX54	NM_001111322.1	chr12:113594977-113623284:-	chr12:113621439-113624806
RITA1	NM_001286215.1	chr12:113623330-113630173:+	chr12:113621439-113624806
SERTAD3	NM_013368.3	chr19:40946747-40948505:-	chr19:40947943-40951439
TSG101	NM_006292.3	chr11:18501857-18548503:-	chr11:18546922-18549849
MRPS5	NM_001321995.1	chr2:95751135-95787302:-	chr2:95785969-95788397
CDNF	NM_001029954.2	chr10:14861250-14879983:-	chr10:14879009-14882040
HSPA14	NM_001278205.1	chr10:14880158-14888998:+	chr10:14879009-14882040
LRRC29	NM_012163.2	chr16:67241041-67260721:-	chr16:67260001-67262306
TMEM208	NM_014187.3	chr16:67261015-67263182:+	chr16:67260001-67262306
RPS21	NM_001024.3	chr20:60962120-60963576:+	chr20:60960201-60964199
TMX2-CTNND1	NR_037646.1	chr11:57479994-57586652:+	chr11:57478289-57482097
MED19	NM_153450.2	chr11:57471180-57479795:-	chr11:57478289-57482097
TMX2	NM_001347892.1	chr11:57479994-57508445:+	chr11:57478289-57482097
UBXN7	NM_015562.1	chr3:196080360-196159345:-	chr3:196157495-196160638
UBXN7-AS1	NR_046745.1	chr3:196158255-196159905:+	chr3:196157495-196160638
PDXDC1	NM_001285447.1	chr16:15068591-15132187:+	chr16:15067597-15071680
DDX21	NM_004728.3	chr10:70715878-70744825:+	chr10:70714617-70718790
NOP10	NM_018648.3	chr15:34633916-34635362:-	chr15:34633732-34635582
NUTM1	NM_001284293.1	chr15:34635515-34649938:+	chr15:34633732-34635582
GOSR2	NM_001012511.2	chr17:45000482-45014205:+	chr17:44999272-45002153
CDC26	NM_139286.3	chr9:116029287-116037869:-	chr9:116036606-116039681
PRPF4	NR_136266.1	chr9:116037913-116055185:+	chr9:116036606-116039681
TMEM267	NM_022483.4	chr5:43444353-43483992:-	chr5:43482416-43485061
BIRC6	NM_016252.3	chr2:32582095-32843966:+	chr2:32581075-32584289
DIDO1	NM_033081.2	chr20:61509089-61569304:-	chr20:61567245-61571327
GID8	NM_017896.2	chr20:61569440-61579827:+	chr20:61567245-61571327
COX7C	NM_001867.2	chr5:85913783-85916583:+	chr5:85913429-85915802
MIR3607	NR_037402.1	chr5:85916313-85916392:+	chr5:85913429-85915802
KIAA0319L	NM_024874.4	chr1:35899090-36023037:-	chr1:36021455-36024737
NCDN	NM_001014841.1	chr1:36023392-36032380:+	chr1:36021455-36024737
DDIT3	NM_001195056.1	chr12:57910370-57914300:-	chr12:57911527-57914434
MIR616	NR_030346.1	chr12:57912945-57913042:-	chr12:57911527-57914434
MBD6	NM_052897.3	chr12:57916658-57923931:+	chr12:57911527-57914434
CIAPIN1	NM_020313.3	chr16:57462080-57481440:-	chr16:57479991-57482647
COQ9	NM_020312.3	chr16:57481336-57495187:+	chr16:57479991-57482647
PPM1D	NM_003620.3	chr17:58677543-58743641:+	chr17:58675823-58681220
AKAP3	NM_001278309.1	chr12:4724673-4758213:-	chr12:4756884-4759645
NDUFA9	NM_005002.4	chr12:4758263-4796720:+	chr12:4756884-4759645
DOCK4	NM_014705.3	chr7:111366163-111846462:-	chr7:111843686-111848056
ZNF277	NM_021994.2	chr7:111846642-111983989:+	chr7:111843686-111848056
FMC1	NR_073060.1	chr7:139025195-139031065:+	chr7:139023971-139027898
C7orf55-LUC7L2	NM_001244584.2	chr7:139025877-139108203:+	chr7:139023971-139027898
DIABLO	NM_001278304.1	chr12:122692208-122710397:-	chr12:122708877-122710732
LOC101593348	NR_103497.1	chr12:122710988-122713339:+	chr12:122708877-122710732
ANKS1A	NM_015245.2	chr6:34857037-35059190:+	chr6:34854224-34859024
TAF11	NM_005643.3	chr6:34845554-34855848:-	chr6:34854224-34859024
BCAS3	NM_001330414.1	chr17:58755135-59470199:+	chr17:58754025-58756310
PCF11	NM_001346415.1	chr11:82868136-82896836:+	chr11:82866144-82872271
WDR3	NM_006784.2	chr1:118472371-118503049:+	chr1:118470710-118474835
GDAP2	NM_017686.3	chr1:118406106-118472302:-	chr1:118470710-118474835
DERL2	NR_130905.1	chr17:5374570-5389550:-	chr17:5388198-5389571
MIS12	NM_001258220.1	chr17:5389693-5394131:+	chr17:5388198-5389571
GINS3	NM_001126130.1	chr16:58426297-58440048:+	chr16:58425723-58427896
ALG3	NM_005787.5	chr3:183960116-183966759:-	chr3:183965181-183968785
ECE2	NM_032331.3	chr3:183967444-183976547:+	chr3:183965181-183968785
CNOT2	NM_014515.5	chr12:70636773-70748773:+	chr12:70635512-70639011
LINC01481	NR_120460.1	chr12:70615969-70637140:-	chr12:70635512-70639011
MED22	NM_181491.2	chr9:136207750-136215011:-	chr9:136213268-136217422
RPL7A	NM_000972.2	chr9:136215068-136218280:+	chr9:136213268-136217422
SNORD24	NR_002447.1	chr9:136216250-136216325:+	chr9:136213268-136217422
SNORD36B	NR_000017.1	chr9:136216948-136217019:+	chr9:136213268-136217422
SNORD36A	NR_002448.1	chr9:136217310-136217382:+	chr9:136213268-136217422
SNORD36C	NR_000016.1	chr9:136217700-136217768:+	chr9:136213268-136217422
MST1	NM_020998.3	chr3:49721379-49726196:-	chr3:49726145-49728290
RNF123	NM_022064.4	chr3:49726931-49758962:+	chr3:49726145-49728290
TMBIM6	NM_003217.2	chr12:50135292-50158717:+	chr12:50135185-50137626
XRCC5	NM_021141.3	chr2:216974019-217071016:+	chr2:216973192-216975672
PPIL3	NM_032472.3	chr2:201735678-201753849:-	chr2:201751533-201755902
NIF3L1	NM_001142355.1	chr2:201754049-201768655:+	chr2:201751533-201755902
PSMD7	NM_002811.4	chr16:74330672-74340186:+	chr16:74329309-74332772
TM2D1	NR_135162.1	chr1:62146718-62191095:-	chr1:62189237-62191852
RPL37	NM_000997.4	chr5:40831429-40835387:-	chr5:40831953-40836844
SNORD72	NR_002583.1	chr5:40832757-40832837:-	chr5:40831953-40836844
SNHG5	NR_003038.2	chr6:86386724-86388451:-	chr6:86384662-86388542
SNORD50A	NR_002743.2	chr6:86387011-86387086:-	chr6:86384662-86388542
SNORD50B	NR_003044.3	chr6:86387306-86387377:-	chr6:86384662-86388542
TMEM209	NM_001301163.1	chr7:129804552-129845338:-	chr7:129843675-129846040
SSMEM1	NM_145268.3	chr7:129847703-129856684:+	chr7:129843675-129846040
FAF2	NM_014613.2	chr5:175875355-175937075:+	chr5:175873379-175877030
ZDHHC3	NM_016598.2	chr3:44956752-45017674:-	chr3:45015784-45019227
EXOSC7	NM_015004.3	chr3:45017740-45052962:+	chr3:45015784-45019227
NUP160	NR_134636.1	chr11:47799634-47870096:-	chr11:47868164-47870899
DNAJB12	NM_001002762.2	chr10:74092587-74114907:-	chr10:74112732-74115443
THOC3	NM_032361.3	chr5:175386533-175395318:-	chr5:175393797-175395899
RNF168	NM_152617.3	chr3:196195653-196230639:-	chr3:196225568-196231353
ZSCAN5A	NM_001322069.1	chr19:56732671-56825933:-	chr19:56825100-56827440
RBM5	NR_036627.2	chr3:50126340-50156397:+	chr3:50125719-50128520
ANP32E	NM_001136479.2	chr1:150190716-150207026:-	chr1:150205239-150209637
CEP76	NR_073537.1	chr18:12661954-12702776:-	chr18:12700668-12704947
PSMG2	NM_020232.4	chr18:12702986-12725739:+	chr18:12700668-12704947
MLF2	NM_005439.2	chr12:6857157-6862082:-	chr12:6860859-6862927
RALY	NM_007367.3	chr20:32581457-32670991:+	chr20:32579388-32584195
RALY-AS1	NR_109885.1	chr20:32580293-32582173:-	chr20:32579388-32584195
STXBP4	NM_178509.5	chr17:53046125-53241449:+	chr17:53044160-53047645
COX11	NR_135677.1	chr17:53029258-53046146:-	chr17:53044160-53047645
TUBE1	NM_016262.4	chr6:112391859-112408751:-	chr6:112407426-112409554
FAM229B	NM_001033564.2	chr6:112408673-112423993:+	chr6:112407426-112409554
CBY1	NM_015373.3	chr22:39052657-39069855:+	chr22:39051592-39053912
FAM227A	NM_001291030.1	chr22:38974124-39052634:-	chr22:39051592-39053912
AGO1	NM_001317122.1	chr1:36348795-36389900:+	chr1:36348772-36350028
ZMAT2	NM_144723.2	chr5:140079944-140086266:+	chr5:140079672-140081383
ACP2	NM_001302489.1	chr11:47260852-47270179:-	chr11:47269168-47271519
NR1H3	NM_001251934.1	chr11:47269850-47290584:+	chr11:47269168-47271519
SMARCE1	NM_003079.4	chr17:38783971-38804103:-	chr17:38802599-38805709
PHB2	NM_001144831.1	chr12:7074514-7079916:-	chr12:7077849-7081719
SCARNA12	NR_003010.1	chr12:7076499-7076769:-	chr12:7077849-7081719
EMG1	NM_001320049.1	chr12:7079943-7085165:+	chr12:7077849-7081719
