HUGO_symbol	transcript	gene_coordinate	assigned_peak
PIGO	NM_001201484.1	chr9:35088684-35096546:-	chr9:35095114-35097285
MIR4757	NR_039914.1	chr2:19548189-19548266:+	chr2:19546710-19549219
ARMC5	NM_001288767.1	chr16:31469593-31478488:+	chr16:31468102-31472813
MCRS1	NM_001012300.1	chr12:49952084-49960222:-	chr12:49960552-49963586
APPBP2	NM_006380.3	chr17:58520509-58603601:-	chr17:58600832-58604850
USF1	NM_001276373.1	chr1:161009040-161014727:-	chr1:161013847-161017533
FAM76B	NM_144664.4	chr11:95502105-95522954:-	chr11:95521067-95526492
CEP57	NM_001243777.1	chr11:95523624-95565857:+	chr11:95521067-95526492
GNAI3	NM_006496.3	chr1:110091185-110138465:+	chr1:110088754-110092864
ASH1L-AS1	NR_027023.1	chr1:155531771-155533735:+	chr1:155530226-155535797
ASH1L	NM_018489.2	chr1:155305051-155532324:-	chr1:155530226-155535797
MRPL51	NM_016497.3	chr12:6601315-6602471:-	chr12:6601429-6605305
NCAPD2	NM_014865.3	chr12:6603297-6641132:+	chr12:6601429-6605305
RIOK2	NM_018343.2	chr5:96496570-96519005:-	chr5:96516659-96520449
SLC4A1AP	NM_018158.2	chr2:27886337-27917847:+	chr2:27885410-27888190
SUPT7L	NM_001282729.1	chr2:27873675-27886707:-	chr2:27885410-27888190
PIGW	NM_001346755.1	chr17:34890588-34895152:+	chr17:34888935-34893149
MYO19	NM_001163735.1	chr17:34851598-34891305:-	chr17:34888935-34893149
SNORD3B-1	NR_003271.1	chr17:18965224-18965441:+	chr17:18962501-18969332
SNORD3B-2	NR_003924.1	chr17:18967232-18967449:-	chr17:18962501-18969332
PLEKHA4	NM_020904.2	chr19:49340353-49371884:-	chr19:49373744-49383551
PPP1R15A	NM_014330.3	chr19:49375648-49379319:+	chr19:49373744-49383551
ANKRD40	NM_052855.3	chr17:48770550-48785270:-	chr17:48783644-48787709
CHURC1-FNTB	NM_001202558.1	chr14:65381078-65529373:+	chr14:65380313-65382560
CHURC1	NM_001204064.1	chr14:65381078-65402086:+	chr14:65380313-65382560
TAF7	NM_005642.2	chr5:140698056-140700351:-	chr5:140698556-140701724
PPP4R3B	NM_001122964.2	chr2:55774427-55844860:-	chr2:55842080-55847275
YARS2	NM_001040436.2	chr12:32899477-32908887:-	chr12:32906459-32909981
POLR1A	NM_015425.4	chr2:86251568-86333278:-	chr2:86331557-86335411
PTCD3	NM_017952.5	chr2:86333304-86369280:+	chr2:86331557-86335411
LOC100288069	NR_033908.1	chr1:700244-714068:-	chr1:712412-715827
GLIDR	NR_126046.1	chr9:41948513-41955177:-	chr9:41953564-41956311
RPL6	NM_001320140.1	chr12:112842984-112847123:-	chr12:112845304-112848015
COPS5	NM_006837.2	chr8:67955313-67974562:-	chr8:67972468-67979416
CSPP1	NM_024790.6	chr8:67976602-68108849:+	chr8:67972468-67979416
NOL10	NM_024894.3	chr2:10710891-10830113:-	chr2:10828606-10831425
RN7SL832P	NR_144555.1	chr2:10830135-10832222:+	chr2:10828606-10831425
THUMPD3	NM_001114092.1	chr3:9404716-9428475:+	chr3:9402853-9406577
GOLGB1	NM_001256487.1	chr3:121382045-121468614:-	chr3:121466891-121469785
LUC7L3	NM_001330330.1	chr17:48796904-48833574:+	chr17:48795891-48799329
UBC	NM_021009.6	chr12:125396190-125399587:-	chr12:125393504-125416006
MIR5188	NR_049820.1	chr12:125400092-125400205:+	chr12:125393504-125416006
CHRAC1	NR_023360.2	chr8:141521396-141527252:+	chr8:141519182-141524364
LOC100132356	NR_034127.1	chr5:43065288-43067073:-	chr5:43060881-43069971
LOC100506639	NR_102752.1	chr5:43067124-43093660:+	chr5:43060881-43069971
LOC648987	NR_104651.1	chr5:43014830-43067541:-	chr5:43060881-43069971
UBAP2	NM_001282529.1	chr9:33921690-34048947:-	chr9:34045230-34050747
TBC1D15	NR_027449.1	chr12:72233486-72320629:+	chr12:72232003-72235402
EEF1A1	NM_001402.5	chr6:74225472-74230755:-	chr6:74223201-74234893
STX10	NM_001271610.1	chr19:13254871-13261188:-	chr19:13257567-13269763
IER2	NM_004907.2	chr19:13261281-13265722:+	chr19:13257567-13269763
LACE1	NR_136553.1	chr6:108616077-108846987:+	chr6:108614826-108617579
STRAP	NM_007178.3	chr12:16035287-16056412:+	chr12:16033771-16037892
C8orf37-AS1	NR_038204.1	chr8:96281063-96822371:+	chr8:96280293-96283599
C8orf37	NM_177965.3	chr8:96257140-96281462:-	chr8:96280293-96283599
SBDS	NM_016038.2	chr7:66452689-66460588:-	chr7:66457920-66463215
TYW1	NR_134540.1	chr7:66461791-66704501:+	chr7:66457920-66463215
UQCRC2	NM_003366.3	chr16:21964384-21994981:+	chr16:21962145-21966355
PTPN11	NM_080601.2	chr12:112856701-112924727:+	chr12:112855458-112858856
CALM3	NM_001329921.1	chr19:47104330-47114039:+	chr19:47102989-47107583
PPP5D1	NM_001205281.1	chr19:46984044-47104457:-	chr19:47102989-47107583
RNU1-2	NR_004427.1	chr1:17222474-17222638:+	chr1:17220625-17235411
TOR1AIP2	NM_001199260.1	chr1:179809101-179846941:-	chr1:179848537-179854346
TOR1AIP1	NM_015602.3	chr1:179851176-179889212:+	chr1:179848537-179854346
SNORD14A	NR_000022.1	chr11:17096199-17096291:-	chr11:17096950-17100975
SNORD14B	NR_001452.1	chr11:17097324-17097415:-	chr11:17096950-17100975
RPS13	NM_001017.2	chr11:17095938-17099220:-	chr11:17096950-17100975
CDK11A	NR_132740.1	chr1:1633821-1656004:-	chr1:1654083-1657452
DDX50	NM_024045.1	chr10:70661033-70706603:+	chr10:70659168-70663047
RLIM	NM_183353.2	chrX:73802810-73834461:-	chrX:73832217-73836151
MRPS16	NM_016065.3	chr10:75008600-75012451:-	chr10:75010367-75013937
DNAJC9-AS1	NR_134460.1	chr10:75012498-75014107:+	chr10:75010367-75013937
CHTOP	NM_001244664.1	chr1:153606457-153618782:+	chr1:153605286-153610575
S100A13	NM_001024210.1	chr1:153591274-153606568:-	chr1:153605286-153610575
NUP214	NM_001318324.1	chr9:134000947-134110057:+	chr9:133999611-134002350
DYNC1I2	NM_001271790.1	chr2:172543918-172606668:+	chr2:172543472-172545873
UBE2S	NM_014501.2	chr19:55912649-55919325:-	chr19:55916563-55920791
THOC1	NM_005131.2	chr18:214519-268059:-	chr18:266548-269743
IRGQ	NM_001007561.2	chr19:44088518-44100287:-	chr19:44098013-44102311
ZNF576	NM_024327.2	chr19:44100543-44104587:+	chr19:44098013-44102311
CCT6B	NM_006584.3	chr17:33254877-33288528:-	chr17:33287329-33290298
ZNF830	NM_052857.3	chr17:33288548-33290205:+	chr17:33287329-33290298
CTC1	NM_025099.5	chr17:8128138-8151413:-	chr17:8149305-8154306
PFAS	NM_012393.2	chr17:8152595-8173809:+	chr17:8149305-8154306
CLTC	NM_004859.3	chr17:57697049-57774317:+	chr17:57693035-57702994
LOC105372483	NR_136527.1	chr19:58873991-58877945:+	chr19:58872490-58875222
ZNF497	NM_198458.2	chr19:58865722-58874214:-	chr19:58872490-58875222
PPIL4	NM_139126.3	chr6:149825630-149867238:-	chr6:149865173-149869066
PTPN23	NM_001304482.1	chr3:47422471-47454931:+	chr3:47420129-47423868
DZIP3	NM_014648.3	chr3:108308336-108413693:+	chr3:108306579-108310661
KIAA1524	NM_020890.2	chr3:108268715-108308491:-	chr3:108306579-108310661
LOC440600	NR_036595.1	chr1:110828996-110881793:-	chr1:110878127-110885700
RBM15	NM_001201545.1	chr1:110881944-110889303:+	chr1:110878127-110885700
MRPS12	NM_033362.3	chr19:39421347-39423660:+	chr19:39419695-39423003
SARS2	NM_001145901.1	chr19:39405903-39421536:-	chr19:39419695-39423003
CIC	NM_001304815.1	chr19:42772688-42799948:+	chr19:42770760-42776139
ZAR1L	NM_001136571.1	chr13:32877907-32886091:-	chr13:32888179-32892005
BRCA2	NM_000059.3	chr13:32889616-32973809:+	chr13:32888179-32892005
LENG8-AS1	NR_126418.1	chr19:54955993-54960216:-	chr19:54958078-54963653
LENG8	NM_052925.3	chr19:54960339-54973226:+	chr19:54958078-54963653
COX7A2L	NR_134948.1	chr2:42577635-42587178:-	chr2:42585279-42589453
OCIAD1	NM_001079840.2	chr4:48833059-48863834:+	chr4:48832124-48835518
LARP7	NR_049768.1	chr4:113558119-113578748:+	chr4:113556960-113559907
ZGRF1	NM_018392.4	chr4:113460488-113558151:-	chr4:113556960-113559907
NEAT1	NR_028272.1	chr11:65190268-65194003:+	chr11:65183350-65216729
MIR612	NR_030343.1	chr11:65211928-65212028:+	chr11:65183350-65216729
GOLGA1	NM_002077.3	chr9:127640572-127703386:-	chr9:127701898-127705353
CMSS1	NM_032359.3	chr3:99536677-99897476:+	chr3:99535322-99538086
NRAS	NM_002524.4	chr1:115247084-115259515:-	chr1:115257227-115260646
MIR4754	NR_039910.1	chr19:58898136-58898225:-	chr19:58895796-58900435
RPS5	NM_001009.3	chr19:58898635-58906171:+	chr19:58895796-58900435
CHCHD5	NM_001304353.1	chr2:113342013-113346617:+	chr2:113339726-113343620
TNPO3	NR_034053.2	chr7:128594233-128695227:-	chr7:128692037-128696367
TPI1P2	NR_002187.3	chr7:128695276-128697293:+	chr7:128692037-128696367
ATF4	NM_001675.4	chr22:39916563-39918691:+	chr22:39913710-39920385
NAGK	NM_001330426.1	chr2:71295407-71305998:+	chr2:71294245-71297317
ZMYM1	NM_001319955.1	chr1:35544963-35581460:+	chr1:35544232-35546221
PPIG	NM_004792.2	chr2:170440849-170494254:+	chr2:170439748-170443876
DCAF11	NM_001163484.1	chr14:24583905-24594451:+	chr14:24582519-24586930
RNU6ATAC	NR_023344.1	chr9:137029561-137029686:-	chr9:137027955-137031588
SNORA7B	NR_002992.2	chr3:129116052-129116191:-	chr3:129116721-129119365
RPL32P3	NR_003111.2	chr3:129101676-129118282:-	chr3:129116721-129119365
SPTY2D1	NM_194285.2	chr11:18627947-18656020:-	chr11:18654520-18657473
SPAG7	NM_004890.2	chr17:4862520-4871132:-	chr17:4868893-4874485
MIR6864	NR_106924.1	chr17:4872996-4873066:-	chr17:4868893-4874485
MIR6865	NR_106925.1	chr17:4873380-4873445:-	chr17:4868893-4874485
DPP3	NM_001256670.1	chr11:66247483-66277130:+	chr11:66246237-66248867
LOC101928069	NR_120586.1	chr11:66240960-66247720:-	chr11:66246237-66248867
DDX3X	NM_001356.4	chrX:41192560-41209540:+	chrX:41188760-41197421
LYRM4	NR_134856.1	chr6:5068560-5261183:-	chr6:5259285-5263233
FARS2	NM_001318872.1	chr6:5261250-5771825:+	chr6:5259285-5263233
HNRNPL	NM_001533.2	chr19:39327027-39340617:-	chr19:39336914-39344928
LTV1	NM_032860.4	chr6:144164409-144184949:+	chr6:144162869-144166224
BRD8	NM_139199.1	chr5:137475458-137514358:-	chr5:137512735-137515996
KIF20A	NM_005733.2	chr5:137514416-137523404:+	chr5:137512735-137515996
EMSY	NM_020193.4	chr11:76156068-76263943:+	chr11:76153944-76158144
LOC730202	NR_122121.1	chr14:96967984-96968663:-	chr14:96967167-96971037
PAPOLA	NM_001252006.1	chr14:96968712-97001934:+	chr14:96967167-96971037
SETD1A	NM_014712.2	chr16:30968614-30995985:+	chr16:30966804-30970712
TCERG1	NM_001040006.1	chr5:145826872-145891069:+	chr5:145825944-145829153
LOC101929210	NR_125922.1	chr4:95038970-95128707:-	chr4:95127726-95130425
SMARCAD1	NM_001128430.1	chr4:95128758-95212443:+	chr4:95127726-95130425
CEBPZ	NM_005760.2	chr2:37428771-37458740:-	chr2:37457026-37460107
NDUFAF7	NM_001083946.1	chr2:37458773-37476303:+	chr2:37457026-37460107
PRPF3	NM_004698.2	chr1:150293927-150325704:+	chr1:150292382-150295523
SNORD88B	NR_003068.1	chr19:51302285-51302382:-	chr19:51304546-51309544
SNORD88A	NR_003067.1	chr19:51302695-51302792:-	chr19:51304546-51309544
SNORD88C	NR_003069.1	chr19:51305581-51305678:-	chr19:51304546-51309544
C19orf48	NM_032712.2	chr19:51300949-51307811:-	chr19:51304546-51309544
STK40	NM_032017.2	chr1:36805219-36851528:-	chr1:36849471-36856724
SQSTM1	NM_003900.4	chr5:179247841-179265078:+	chr5:179243679-179251527
CSTF2T	NM_015235.2	chr10:53455245-53459355:-	chr10:53457804-53461303
NSRP1	NM_001261467.1	chr17:28443824-28513493:+	chr17:28442100-28447070
MIR423	NR_029945.1	chr17:28444096-28444190:+	chr17:28442100-28447070
MIR3184	NR_036149.1	chr17:28444103-28444178:-	chr17:28442100-28447070
GOLGA4	NM_002078.4	chr3:37284681-37408370:+	chr3:37283160-37286976
PSMA4	NM_001102667.2	chr15:78832746-78841604:+	chr15:78831830-78834857
CPNE1	NR_037188.1	chr20:34213952-34252859:-	chr20:34247917-34254034
RBM12	NM_006047.5	chr20:34236846-34252878:-	chr20:34247917-34254034
EIF4B	NM_001330654.1	chr12:53400041-53435999:+	chr12:53397497-53403337
MZF1	NM_198055.1	chr19:59073283-59084942:-	chr19:59081705-59088445
CENPBD1P1	NR_026052.1	chr19:59086765-59095762:+	chr19:59081705-59088445
GTF2IP12	NR_135112.1	chr4:120370724-120375783:-	chr4:120374629-120377678
LOC645513	NR_037630.1	chr4:120375937-120420747:+	chr4:120374629-120377678
ZNF766	NM_001010851.2	chr19:52772823-52795976:+	chr19:52772113-52774854
ATP5SL	NM_001167867.1	chr19:41937222-41945481:-	chr19:41944572-41946307
FOSB	NM_001114171.1	chr19:45971252-45978437:+	chr19:45968354-45974514
CENPP	NM_001286969.1	chr9:95087749-95377446:+	chr9:95086189-95090453
NOL8	NR_046106.1	chr9:95059639-95087876:-	chr9:95086189-95090453
WRAP53	NM_001143990.1	chr17:7589388-7606820:+	chr17:7587380-7593898
TP53	NM_001126118.1	chr17:7571719-7590868:-	chr17:7587380-7593898
RPL13A	NM_001270491.1	chr19:49990810-49995565:+	chr19:49989797-49994832
SNORD32A	NR_000021.1	chr19:49993222-49993304:+	chr19:49989797-49994832
SNORD33	NR_000020.1	chr19:49993873-49993956:+	chr19:49989797-49994832
SNORD34	NR_000019.1	chr19:49994163-49994229:+	chr19:49989797-49994832
SNORD35A	NR_000018.1	chr19:49994431-49994517:+	chr19:49989797-49994832
MAN2B1	NM_000528.3	chr19:12757321-12777591:-	chr19:12779020-12781847
WDR83	NR_029375.1	chr19:12777617-12786646:+	chr19:12779020-12781847
WDR83OS	NM_016145.3	chr19:12778880-12780465:-	chr19:12779020-12781847
MIR616	NR_030346.1	chr12:57912945-57913042:-	chr12:57909986-57919382
DDIT3	NM_001195056.1	chr12:57910370-57914300:-	chr12:57909986-57919382
MBD6	NM_052897.3	chr12:57916658-57923931:+	chr12:57909986-57919382
PPP2R1A	NR_033500.1	chr19:52693054-52729678:+	chr19:52691088-52695493
CSDE1	NM_001242891.1	chr1:115259533-115300671:-	chr1:115296259-115302004
FNBP4	NM_001318339.1	chr11:47738061-47789030:-	chr11:47784553-47791643
CYP51A1	NM_000786.3	chr7:91741462-91763840:-	chr7:91761345-91765666
CYP51A1-AS1	NR_122110.1	chr7:91763876-91810039:+	chr7:91761345-91765666
CD164	NM_001346500.1	chr6:109687716-109702942:-	chr6:109699790-109706797
LOC389831	NM_001347682.1	chr7_gl000195_random:42937-86735:-	chr7_gl000195_random:82963-88009
RNASEH1	NM_001286837.1	chr2:3592481-3605961:-	chr2:3604464-3607697
RNASEH1-AS1	NR_038429.1	chr2:3605975-3609340:+	chr2:3604464-3607697
POLR2K	NM_005034.3	chr8:101162838-101166230:+	chr8:101161611-101163997
MIR6885	NR_106945.1	chr19:6389648-6389714:-	chr19:6391235-6394983
MIR6790	NR_106848.1	chr19:6392931-6392994:-	chr19:6391235-6394983
GTF2F1	NM_002096.2	chr19:6379579-6393291:-	chr19:6391235-6394983
LOC390877	NM_001321601.1	chr19:6396369-6412415:+	chr19:6391235-6394983
SNORA72	NR_002581.1	chr8:99054313-99054445:-	chr8:99054878-99059490
RPL30	NM_000989.3	chr8:99053937-99057818:-	chr8:99054878-99059490
SUCLG1	NM_003849.3	chr2:84650646-84686586:-	chr2:84684934-84687487
POLR2J3	NM_001097615.2	chr7:102178365-102213068:-	chr7:102211171-102213965
EFTUD2	NM_001258353.1	chr17:42927654-42976736:-	chr17:42975361-42980761
CCDC103	NM_001258395.1	chr17:42977079-42981047:+	chr17:42975361-42980761
HNRNPH3	NM_001322445.1	chr10:70091449-70102953:+	chr10:70086523-70096509
PBLD	NM_022129.3	chr10:70042416-70092684:-	chr10:70086523-70096509
RAB1B	NM_030981.2	chr11:66036055-66044963:+	chr11:66034492-66037865
SPRYD4	NM_207344.3	chr12:56862300-56864769:+	chr12:56861406-56864200
RPS27	NM_001030.4	chr1:153963238-153964631:+	chr1:153962292-153966286
PSMD4	NM_001330692.1	chr1:151227175-151239955:+	chr1:151226300-151228805
HNRNPA2B1	NM_031243.2	chr7:26229555-26240413:-	chr7:26235377-26246296
CBX3	NM_007276.4	chr7:26240830-26253227:+	chr7:26235377-26246296
THAP8	NM_152658.2	chr19:36525886-36545664:-	chr19:36543700-36547638
WDR62	NM_173636.4	chr19:36545782-36596012:+	chr19:36543700-36547638
SNORD3D	NR_006882.1	chr17:19015732-19015949:-	chr17:19012849-19018188
PRPF38B	NM_018061.2	chr1:109234931-109244425:+	chr1:109233561-109238176
MYSM1	NM_001085487.2	chr1:59120410-59165747:-	chr1:59163996-59166455
JUN	NM_002228.3	chr1:59246462-59249785:-	chr1:59244425-59253300
LINC01135	NR_108106.1	chr1:59250822-59365384:+	chr1:59244425-59253300
KEAP1	NM_012289.3	chr19:10596795-10613481:-	chr19:10611006-10615069
YY1AP1	NM_001198903.1	chr1:155629232-155658447:-	chr1:155656382-155662395
DAP3	NM_001199851.1	chr1:155658881-155708801:+	chr1:155656382-155662395
LIN7C	NM_018362.3	chr11:27515964-27528326:-	chr11:27526332-27529488
BDNF-AS	NR_033314.1	chr11:27528398-27699352:+	chr11:27526332-27529488
ISY1-RAB43	NM_001204890.1	chr3:128806411-128880073:-	chr3:128877748-128882260
ISY1	NM_001199469.1	chr3:128846258-128880073:-	chr3:128877748-128882260
SRRM2	NM_016333.3	chr16:2802329-2821413:+	chr16:2800591-2806783
SRRM2-AS1	NR_027275.1	chr16:2787076-2802601:-	chr16:2800591-2806783
GABPB1-AS1	NR_024490.1	chr15:50646370-50650509:+	chr15:50642262-50650140
FLJ10038	NR_026891.1	chr15:50641132-50647076:-	chr15:50642262-50650140
GABPB1	NM_005254.5	chr15:50569388-50647605:-	chr15:50642262-50650140
MIR4712	NR_039862.1	chr15:50652525-50652607:+	chr15:50642262-50650140
TRAPPC3	NM_001270896.1	chr1:36602169-36615115:-	chr1:36613286-36618242
PPIL3	NM_032472.3	chr2:201735678-201753849:-	chr2:201751167-201756290
NIF3L1	NM_001142355.1	chr2:201754049-201768655:+	chr2:201751167-201756290
C16orf46	NM_001100873.1	chr16:81087101-81110872:-	chr16:81109462-81111777
ARHGAP1	NM_004308.3	chr11:46698624-46722215:-	chr11:46720401-46723874
ZNF408	NM_024741.2	chr11:46722316-46727466:+	chr11:46720401-46723874
ECD	NM_001135752.1	chr10:74894281-74927853:-	chr10:74926827-74929471
FAM149B1	NM_173348.1	chr10:74927876-75001939:+	chr10:74926827-74929471
ATG101	NM_001098673.1	chr12:52463757-52471279:+	chr12:52462310-52466457
ATG3	NM_001278712.1	chr3:112251353-112280810:-	chr3:112278372-112282668
SLC35A5	NM_017945.3	chr3:112280856-112303286:+	chr3:112278372-112282668
GABPB2	NM_001323913.1	chr1:151043053-151091007:+	chr1:151040369-151045294
LONP1	NM_001276479.1	chr19:5691844-5720176:-	chr19:5716579-5721707
CATSPERD	NM_152784.3	chr19:5720687-5778742:+	chr19:5716579-5721707
IFT52	NM_001303459.2	chr20:42219252-42275936:+	chr20:42218193-42220502
ZMPSTE24	NM_005857.4	chr1:40723721-40759856:+	chr1:40721596-40725411
MIR3136	NR_036087.1	chr3:69098108-69098186:-	chr3:69099511-69103037
TMF1	NM_007114.2	chr3:69068977-69101484:-	chr3:69099511-69103037
AIDA	NM_022831.2	chr1:222841354-222885864:-	chr1:222883645-222888191
BROX	NR_109927.1	chr1:222885894-222887247:+	chr1:222883645-222888191
GOLGA3	NM_005895.3	chr12:133345494-133405288:-	chr12:133403271-133406421
SMIM15-AS1	NR_109908.1	chr5:60458142-60527907:+	chr5:60455789-60459950
SMIM15	NM_001048249.3	chr5:60453535-60458302:-	chr5:60455789-60459950
MIR5001	NR_049797.1	chr2:233415183-233415283:-	chr2:233413850-233416776
EIF4E2	NM_001276337.1	chr2:233415296-233448355:+	chr2:233413850-233416776
TIGD1	NM_145702.2	chr2:233412679-233415300:-	chr2:233413850-233416776
HEXIM1	NM_006460.2	chr17:43224683-43229468:+	chr17:43220872-43230319
SEC24A	NM_001252231.1	chr5:133984474-134029388:+	chr5:133981725-133987139
CDC7	NM_001134419.1	chr1:91966403-91991321:+	chr1:91964958-91968716
COMMD6	NM_001287394.1	chr13:76099354-76123575:-	chr13:76122924-76125418
UCHL3	NM_001270952.1	chr13:76123615-76180156:+	chr13:76122924-76125418
WDR89	NM_001258272.1	chr14:64063756-64108641:-	chr14:64106582-64110648
NDUFA11	NM_001193375.1	chr19:5891286-5904024:-	chr19:5902006-5906101
VMAC	NM_001017921.3	chr19:5904851-5910263:+	chr19:5902006-5906101
SEPT7-AS1	NR_120511.1	chr7:35794573-35840235:-	chr7:35838264-35843744
SEPT7	NM_001242956.1	chr7:35840595-35946715:+	chr7:35838264-35843744
METTL18	NM_001320201.1	chr1:169761669-169763830:-	chr1:169762970-169766138
C1orf112	NM_001320051.1	chr1:169763870-169773527:+	chr1:169762970-169766138
LPXN	NM_004811.2	chr11:58294343-58343390:-	chr11:58338476-58352337
ZFP91	NM_001197051.1	chr11:58346586-58389023:+	chr11:58338476-58352337
ZFP91-CNTF	NR_024091.1	chr11:58346586-58393206:+	chr11:58338476-58352337
ZNF425	NM_001001661.2	chr7:148799875-148823438:-	chr7:148821831-148826116
ZNF398	NM_020781.3	chr7:148823507-148880134:+	chr7:148821831-148826116
MPLKIP	NM_138701.3	chr7:40172341-40174251:-	chr7:40172610-40175559
SUGCT	NM_024728.2	chr7:40174574-40900366:+	chr7:40172610-40175559
GSK3B	NM_002093.3	chr3:119540799-119813264:-	chr3:119809281-119818520
ALG2	NR_024532.1	chr9:101978706-101984246:-	chr9:101982223-101987219
SEC61B	NM_006808.2	chr9:101984569-101992901:+	chr9:101982223-101987219
AP5Z1	NM_014855.2	chr7:4815261-4834026:+	chr7:4813748-4817587
IPO13	NM_014652.3	chr1:44412477-44433694:+	chr1:44410469-44413857
OSGEP	NM_017807.3	chr14:20915206-20923267:-	chr14:20921130-20926823
APEX1	NM_080648.2	chr14:20923289-20925931:+	chr14:20921130-20926823
SNORD18C	NR_002443.1	chr15:66793589-66793656:-	chr15:66793879-66801539
SNORD18B	NR_002442.1	chr15:66794359-66794429:-	chr15:66793879-66801539
SNORD16	NR_002440.1	chr15:66795148-66795248:-	chr15:66793879-66801539
SNORD18A	NR_002441.1	chr15:66795582-66795652:-	chr15:66793879-66801539
RPL4	NM_000968.3	chr15:66791652-66797193:-	chr15:66793879-66801539
ZWILCH	NM_001287823.1	chr15:66797420-66841823:+	chr15:66793879-66801539
NVL	NM_002533.3	chr1:224415035-224517891:-	chr1:224515868-224519824
RPN2	NM_001324306.1	chr20:35807448-35870026:+	chr20:35804425-35811391
MROH8	NM_152503.5	chr20:35729628-35807991:-	chr20:35804425-35811391
POLR2M	NM_001018102.2	chr15:57998718-58009755:+	chr15:57997995-58001490
NBN	NM_002485.4	chr8:90945563-90996899:-	chr8:90993009-90997588
BRPF1	NM_001319050.1	chr3:9773412-9789699:+	chr3:9772222-9775729
TRIM52	NM_032765.3	chr5:180682146-180688119:-	chr5:180686576-180690156
TRIM52-AS1	NR_102761.1	chr5:180688212-180691568:+	chr5:180686576-180690156
YWHAZ	NM_001135702.1	chr8:101930803-101962799:-	chr8:101958442-101968720
FASTKD2	NM_014929.3	chr2:207630111-207660913:+	chr2:207629183-207632274
MDH1B	NR_138467.1	chr2:207602486-207630273:-	chr2:207629183-207632274
UFSP2	NR_144317.1	chr4:186320693-186347139:-	chr4:186345938-186349296
